responseid,familiar,crisis,reproducible,age,discipline,discipline-other,continent
4507,5 - Very familiar,yes,90,65 or over,Other,Biophysics and statistics,Europe
4515,5 - Very familiar,yes,20,35 - 44,Medicine,,North America
4516,5 - Very familiar,yes,100,25 - 34,Physics,,Australasia
4518,5 - Very familiar,yes,10,45 - 54,Other,decision science,North America
4531,5 - Very familiar,yes,70,25 - 34,Biology,,North America
4532,4 - Fairly familiar,yes,50,25 - 34,Biology,,Asia
4554,5 - Very familiar,yes,80,65 or over,Chemistry,,North America
4583,5 - Very familiar,yes,80,35 - 44,Other,tissue engineering and regenerative medicine,Europe
4588,4 - Fairly familiar,no,50,65 or over,Engineering,,Europe
4591,4 - Fairly familiar,yes,60,45 - 54,Biology,,Africa
4596,3 - Somewhat familiar,yes,70,35 - 44,Engineering,,Europe
4602,5 - Very familiar,yes,30,35 - 44,Physics,,Europe
4608,4 - Fairly familiar,yes,60,25 - 34,Medicine,,Europe
4609,2 - Not very familiar,no,40,Under 18,Physics,,Europe
4612,3 - Somewhat familiar,no,50,35 - 44,Earth Science,,Europe
4617,4 - Fairly familiar,yes,70,25 - 34,Materials Science,,South America
4622,5 - Very familiar,yes,20,35 - 44,Biology,,North America
4650,4 - Fairly familiar,yes,30,55 - 64,Other,"Computer science, AI.",Europe
4652,4 - Fairly familiar,yes,20,25 - 34,Other,Psychology,North America
4655,4 - Fairly familiar,yes,50,25 - 34,Medicine,,North America
4663,4 - Fairly familiar,yes,80,45 - 54,Biology,,Europe
4666,5 - Very familiar,yes,70,35 - 44,Biology,,North America
4669,4 - Fairly familiar,yes,30,35 - 44,Biology,,Europe
4675,5 - Very familiar,no,80,25 - 34,Other,Psycholinguistics,Europe
4690,5 - Very familiar,yes,90,25 - 34,Chemistry,,Asia
4691,5 - Very familiar,yes,80,25 - 34,Other,Computer Science,North America
4698,5 - Very familiar,yes,40,55 - 64,Other,Psychology,North America
4700,4 - Fairly familiar,yes,90,35 - 44,Physics,,Asia
4718,5 - Very familiar,yes,20,55 - 64,Physics,,Europe
4719,5 - Very familiar,yes,40,25 - 34,Biology,,Asia
4723,5 - Very familiar,yes,60,35 - 44,Biology,,Europe
4737,5 - Very familiar,yes,60,25 - 34,Chemistry,,Asia
4738,5 - Very familiar,yes,10,35 - 44,Biology,,Asia
4743,5 - Very familiar,yes,80,25 - 34,Physics,,North America
4745,5 - Very familiar,yes,90,65 or over,Biology,,North America
4746,5 - Very familiar,yes,20,35 - 44,Biology,,Europe
4748,5 - Very familiar,yes,70,25 - 34,Biology,,Europe
4750,4 - Fairly familiar,yes,40,45 - 54,Biology,,Europe
4756,4 - Fairly familiar,yes,100,45 - 54,Engineering,,North America
4768,4 - Fairly familiar,yes,40,45 - 54,Other,Human-computer interaction,Asia
4788,4 - Fairly familiar,yes,80,25 - 34,Biology,,Asia
4798,4 - Fairly familiar,yes,40,25 - 34,Medicine,,Europe
4832,5 - Very familiar,yes,20,25 - 34,Medicine,,Asia
4851,4 - Fairly familiar,yes,10,25 - 34,Biology,,South America
4852,5 - Very familiar,yes,30,55 - 64,Biology,,North America
4858,3 - Somewhat familiar,yes,70,25 - 34,Biology,,Europe
4879,3 - Somewhat familiar,yes,40,25 - 34,Engineering,,South America
4880,2 - Not very familiar,yes,80,25 - 34,Engineering,,Asia
4881,2 - Not very familiar,no,70,35 - 44,Other,Architecture,Asia
4887,5 - Very familiar,no,80,18 - 24,Medicine,,North America
4892,5 - Very familiar,yes,30,35 - 44,Engineering,,Europe
4899,5 - Very familiar,yes,70,55 - 64,Engineering,,Australasia
4902,3 - Somewhat familiar,yes,70,25 - 34,Biology,,Asia
4906,5 - Very familiar,yes,50,25 - 34,Biology,,Europe
4908,5 - Very familiar,yes,30,35 - 44,Other,bioinformatics,Europe
4937,4 - Fairly familiar,yes,80,25 - 34,Biology,,North America
4938,5 - Very familiar,yes,60,25 - 34,Biology,,North America
4950,5 - Very familiar,yes,60,25 - 34,Biology,,North America
4964,5 - Very familiar,yes,70,25 - 34,Biology,,Europe
4966,4 - Fairly familiar,yes,90,55 - 64,Physics,,North America
4967,5 - Very familiar,yes,10,25 - 34,Earth Science,,Asia
4974,5 - Very familiar,yes,30,45 - 54,Other,social science,North America
4975,3 - Somewhat familiar,yes,30,25 - 34,Earth Science,,Europe
4979,5 - Very familiar,no,60,25 - 34,Biology,,South America
4984,5 - Very familiar,yes,90,65 or over,Physics,,Asia
4986,5 - Very familiar,yes,70,25 - 34,Biology,,North America
4987,3 - Somewhat familiar,no,30,25 - 34,Materials Science,,Europe
4990,5 - Very familiar,yes,40,35 - 44,Other,Nanotechnology,Europe
4993,5 - Very familiar,yes,30,35 - 44,Other,Energy,North America
4994,5 - Very familiar,yes,70,45 - 54,Other,Psychology,Europe
4995,4 - Fairly familiar,yes,60,25 - 34,Biology,,North America
5003,5 - Very familiar,yes,20,55 - 64,Medicine,,Europe
5007,5 - Very familiar,yes,20,45 - 54,Other,Computer Science,Australasia
5019,5 - Very familiar,yes,90,25 - 34,Other,statistics,North America
5052,5 - Very familiar,yes,90,25 - 34,Physics,,Europe
5057,5 - Very familiar,no,40,25 - 34,Biology,,Europe
5058,5 - Very familiar,yes,10,35 - 44,Biology,,Europe
5071,2 - Not very familiar,yes,50,25 - 34,Medicine,,Asia
5111,5 - Very familiar,yes,30,35 - 44,Medicine,,Europe
5172,5 - Very familiar,yes,50,25 - 34,Medicine,,North America
5178,5 - Very familiar,yes,30,25 - 34,Earth Science,,North America
5180,5 - Very familiar,yes,20,25 - 34,Other,Psychology,Europe
5201,5 - Very familiar,yes,70,25 - 34,Other,Nanotechnology ,Europe
5222,5 - Very familiar,yes,80,35 - 44,Physics,,Europe
5223,4 - Fairly familiar,no,40,18 - 24,Chemistry,,North America
5259,5 - Very familiar,yes,70,25 - 34,Biology,,Europe
5284,5 - Very familiar,yes,40,25 - 34,Medicine,,Europe
5289,5 - Very familiar,yes,70,25 - 34,Biology,,North America
5301,5 - Very familiar,yes,70,45 - 54,Biology,,Europe
5308,4 - Fairly familiar,yes,70,18 - 24,Biology,,Europe
5309,4 - Fairly familiar,yes,80,35 - 44,Biology,,North America
5315,5 - Very familiar,yes,60,35 - 44,Biology,,Europe
5316,5 - Very familiar,yes,30,25 - 34,Biology,,Europe
5317,5 - Very familiar,yes,80,25 - 34,Biology,,Europe
5323,5 - Very familiar,yes,50,25 - 34,Earth Science,,North America
5333,3 - Somewhat familiar,yes,80,35 - 44,Materials Science,,Europe
5334,5 - Very familiar,yes,50,25 - 34,Medicine,,North America
5335,5 - Very familiar,yes,60,18 - 24,Other,Neuroscience,North America
5338,4 - Fairly familiar,yes,20,25 - 34,Biology,,Europe
5345,4 - Fairly familiar,yes,60,25 - 34,Other,Computational social science,Europe
5355,4 - Fairly familiar,yes,70,18 - 24,Biology,,North America
5366,5 - Very familiar,yes,40,25 - 34,Other,Biochemistry,North America
5383,5 - Very familiar,yes,70,45 - 54,Biology,,North America
5384,4 - Fairly familiar,no,70,25 - 34,Chemistry,,North America
5385,5 - Very familiar,yes,60,25 - 34,Biology,,Europe
5390,5 - Very familiar,yes,50,45 - 54,Biology,,North America
5410,4 - Fairly familiar,yes,80,25 - 34,Physics,,Europe
5423,5 - Very familiar,yes,60,25 - 34,Biology,,Europe
5436,5 - Very familiar,yes,70,25 - 34,Biology,,Australasia
5437,5 - Very familiar,yes,20,25 - 34,Biology,,North America
5444,5 - Very familiar,yes,50,35 - 44,Biology,,Europe
5448,5 - Very familiar,yes,60,45 - 54,Earth Science,,Europe
5449,5 - Very familiar,yes,80,25 - 34,Earth Science,,North America
5450,4 - Fairly familiar,yes,80,25 - 34,Biology,,North America
5473,5 - Very familiar,yes,40,65 or over,Biology,,North America
5482,4 - Fairly familiar,yes,60,55 - 64,Engineering,,Europe
5490,5 - Very familiar,yes,70,25 - 34,Medicine,,Europe
5500,5 - Very familiar,yes,50,25 - 34,Biology,,North America
5505,5 - Very familiar,yes,20,25 - 34,Medicine,,Europe
5514,5 - Very familiar,yes,20,25 - 34,Biology,,North America
5515,4 - Fairly familiar,yes,60,25 - 34,Chemistry,,Europe
5519,4 - Fairly familiar,yes,30,25 - 34,Other,Public health,North America
5520,5 - Very familiar,yes,50,55 - 64,Biology,,North America
5527,5 - Very familiar,yes,50,18 - 24,Biology,,Europe
5529,5 - Very familiar,yes,20,25 - 34,Biology,,North America
5533,5 - Very familiar,yes,50,25 - 34,Engineering,,North America
5534,4 - Fairly familiar,yes,70,25 - 34,Biology,,North America
5535,5 - Very familiar,yes,80,35 - 44,Biology,,North America
5553,5 - Very familiar,no,50,25 - 34,Biology,,Europe
5554,5 - Very familiar,yes,70,25 - 34,Biology,,North America
5557,5 - Very familiar,no,30,35 - 44,Other,statistical genetics,North America
5561,5 - Very familiar,yes,60,55 - 64,Other,Social Science,North America
5583,5 - Very familiar,yes,80,18 - 24,Chemistry,,North America
5589,5 - Very familiar,yes,80,35 - 44,Medicine,,North America
5598,4 - Fairly familiar,yes,70,25 - 34,Medicine,,North America
5600,4 - Fairly familiar,yes,60,25 - 34,Engineering,,North America
5604,5 - Very familiar,no,70,25 - 34,Other,Anthropology (Cultural),North America
5619,4 - Fairly familiar,yes,80,18 - 24,Biology,,Europe
5630,4 - Fairly familiar,yes,50,25 - 34,Medicine,,Asia
5638,5 - Very familiar,yes,70,45 - 54,Earth Science,,North America
5763,3 - Somewhat familiar,no,50,45 - 54,Other,Immunology,North America
5766,5 - Very familiar,yes,80,25 - 34,Earth Science,,North America
5773,5 - Very familiar,yes,20,25 - 34,Biology,,Asia
5776,5 - Very familiar,yes,30,25 - 34,Biology,,North America
5777,5 - Very familiar,yes,30,35 - 44,Biology,,North America
5798,3 - Somewhat familiar,no,90,35 - 44,Engineering,,Europe
5853,5 - Very familiar,yes,60,45 - 54,Biology,,North America
5855,5 - Very familiar,yes,100,25 - 34,Biology,,North America
5857,5 - Very familiar,yes,20,35 - 44,Biology,,Europe
5858,4 - Fairly familiar,yes,40,18 - 24,Biology,,North America
5870,5 - Very familiar,yes,20,45 - 54,Medicine,,Europe
5880,5 - Very familiar,yes,30,25 - 34,Earth Science,,North America
5893,4 - Fairly familiar,no,20,45 - 54,Earth Science,,Europe
5894,5 - Very familiar,yes,70,25 - 34,Biology,,North America
5895,5 - Very familiar,yes,40,25 - 34,Biology,,Australasia
5898,5 - Very familiar,yes,30,25 - 34,Biology,,Europe
5923,5 - Very familiar,yes,60,25 - 34,Biology,,North America
5927,5 - Very familiar,yes,30,18 - 24,Other,Psychology,Australasia
5930,5 - Very familiar,yes,60,25 - 34,Biology,,North America
5932,5 - Very familiar,yes,70,25 - 34,Biology,,North America
5933,4 - Fairly familiar,yes,60,35 - 44,Other,Biological psychology ,North America
5943,5 - Very familiar,yes,60,25 - 34,Biology,,North America
5948,5 - Very familiar,yes,30,35 - 44,Biology,,North America
5950,5 - Very familiar,yes,60,25 - 34,Biology,,South America
5954,5 - Very familiar,yes,30,25 - 34,Other,Biomedical sciences,Europe
5958,5 - Very familiar,yes,60,25 - 34,Biology,,Australasia
5959,4 - Fairly familiar,yes,70,35 - 44,Biology,,Europe
5961,5 - Very familiar,yes,30,45 - 54,Other,Social science,Europe
5966,5 - Very familiar,yes,80,35 - 44,Engineering,,North America
5971,5 - Very familiar,no,60,25 - 34,Earth Science,,Asia
5972,4 - Fairly familiar,yes,60,18 - 24,Biology,,Africa
5983,5 - Very familiar,yes,20,25 - 34,Materials Science,,Asia
5985,5 - Very familiar,yes,70,25 - 34,Biology,,Europe
5992,4 - Fairly familiar,yes,70,45 - 54,Medicine,,Asia
5998,5 - Very familiar,yes,20,25 - 34,Biology,,Europe
6000,4 - Fairly familiar,yes,80,25 - 34,Biology,,Europe
6013,5 - Very familiar,yes,20,18 - 24,Engineering,,Asia
6023,4 - Fairly familiar,yes,30,25 - 34,Medicine,,Europe
6024,5 - Very familiar,yes,10,25 - 34,Medicine,,Australasia
6029,5 - Very familiar,yes,30,25 - 34,Biology,,North America
6033,5 - Very familiar,yes,90,35 - 44,Physics,,Europe
6036,5 - Very familiar,yes,60,25 - 34,Biology,,Europe
6047,5 - Very familiar,yes,60,45 - 54,Medicine,,Europe
6048,5 - Very familiar,yes,80,45 - 54,Other,Environmental Health,Australasia
6049,4 - Fairly familiar,yes,30,18 - 24,Medicine,,North America
6052,5 - Very familiar,no,10,35 - 44,Engineering,,Asia
6054,5 - Very familiar,yes,60,18 - 24,Biology,,Australasia
6072,5 - Very familiar,yes,60,25 - 34,Biology,,Europe
6090,5 - Very familiar,yes,40,25 - 34,Other,nanoimmunotechnology,Europe
6099,5 - Very familiar,yes,70,45 - 54,Other,social science,North America
6102,5 - Very familiar,yes,80,45 - 54,Biology,,North America
6107,5 - Very familiar,yes,60,35 - 44,Chemistry,,Europe
6120,5 - Very familiar,yes,70,45 - 54,Other,Soil microbiology,Asia
6121,4 - Fairly familiar,yes,70,25 - 34,Chemistry,,Australasia
6124,5 - Very familiar,yes,60,45 - 54,Biology,,Australasia
6130,5 - Very familiar,yes,30,35 - 44,Other,Psychology,South America
6133,5 - Very familiar,yes,50,25 - 34,Materials Science,,North America
6136,5 - Very familiar,yes,50,35 - 44,Medicine,,Europe
6144,4 - Fairly familiar,yes,80,25 - 34,Medicine,,North America
6145,5 - Very familiar,yes,80,35 - 44,Earth Science,,North America
6150,4 - Fairly familiar,yes,20,45 - 54,Other,organization science,Europe
6153,5 - Very familiar,yes,70,35 - 44,Biology,,North America
6154,5 - Very familiar,yes,70,25 - 34,Biology,,Asia
6156,5 - Very familiar,yes,20,25 - 34,Biology,,Europe
6159,5 - Very familiar,yes,30,25 - 34,Other,Nanomedicine,Europe
6160,5 - Very familiar,yes,60,25 - 34,Biology,,Europe
6164,5 - Very familiar,yes,70,18 - 24,Chemistry,,North America
6166,5 - Very familiar,yes,90,55 - 64,Physics,,Europe
6167,5 - Very familiar,yes,40,25 - 34,Biology,,Europe
6169,5 - Very familiar,yes,100,25 - 34,Physics,,Europe
6170,4 - Fairly familiar,yes,60,25 - 34,Biology,,Europe
6171,5 - Very familiar,yes,70,25 - 34,Engineering,,North America
6172,5 - Very familiar,yes,80,35 - 44,Physics,,Europe
6173,5 - Very familiar,yes,90,45 - 54,Medicine,,North America
6175,5 - Very familiar,yes,90,45 - 54,Other,Biophysics,Europe
6177,4 - Fairly familiar,yes,80,25 - 34,Biology,,Europe
6180,5 - Very familiar,yes,100,65 or over,Chemistry,,North America
6181,4 - Fairly familiar,yes,100,65 or over,Physics,,Europe
6182,5 - Very familiar,yes,40,35 - 44,Other,Chemistry/Material Science,Europe
6183,5 - Very familiar,yes,30,35 - 44,Earth Science,,Europe
6184,5 - Very familiar,yes,90,65 or over,Physics,,North America
6185,5 - Very familiar,yes,80,35 - 44,Biology,,North America
6186,4 - Fairly familiar,yes,70,25 - 34,Biology,,Europe
6188,4 - Fairly familiar,yes,30,25 - 34,Biology,,Europe
6190,5 - Very familiar,yes,80,35 - 44,Physics,,North America
6193,4 - Fairly familiar,yes,40,25 - 34,Medicine,,Asia
6194,5 - Very familiar,no,40,45 - 54,Earth Science,,Europe
6196,5 - Very familiar,yes,70,65 or over,Earth Science,,North America
6198,5 - Very familiar,yes,70,25 - 34,Biology,,Europe
6199,5 - Very familiar,yes,80,45 - 54,Physics,,South America
6202,5 - Very familiar,yes,80,25 - 34,Chemistry,,Asia
6203,5 - Very familiar,yes,70,25 - 34,Biology,,North America
6205,5 - Very familiar,yes,70,45 - 54,Biology,,Europe
6207,5 - Very familiar,yes,70,25 - 34,Chemistry,,North America
6208,4 - Fairly familiar,yes,40,25 - 34,Biology,,Europe
6210,5 - Very familiar,yes,80,25 - 34,Biology,,Asia
6214,4 - Fairly familiar,yes,100,65 or over,Physics,,North America
6215,5 - Very familiar,yes,50,45 - 54,Biology,,North America
6216,4 - Fairly familiar,yes,10,25 - 34,Biology,,Europe
6217,5 - Very familiar,yes,90,35 - 44,Earth Science,,Europe
6218,4 - Fairly familiar,yes,30,18 - 24,Biology,,Europe
6221,5 - Very familiar,yes,70,25 - 34,Biology,,South America
6223,5 - Very familiar,yes,90,45 - 54,Other,Diagnostics,North America
6224,4 - Fairly familiar,yes,50,25 - 34,Other,Social & Administrative Pharmaceutical Sciences,North America
6225,5 - Very familiar,yes,40,45 - 54,Medicine,,Europe
6229,5 - Very familiar,yes,60,35 - 44,Other,Nanomedicine,Europe
6232,4 - Fairly familiar,yes,80,25 - 34,Chemistry,,Europe
6234,5 - Very familiar,yes,80,45 - 54,Physics,,North America
6235,5 - Very familiar,yes,90,25 - 34,Biology,,North America
6237,5 - Very familiar,yes,30,25 - 34,Medicine,,Asia
6238,3 - Somewhat familiar,yes,50,25 - 34,Engineering,,Europe
6239,3 - Somewhat familiar,yes,10,25 - 34,Physics,,Asia
6240,5 - Very familiar,yes,90,55 - 64,Biology,,Asia
6241,5 - Very familiar,yes,60,55 - 64,Biology,,North America
6242,3 - Somewhat familiar,yes,50,65 or over,Physics,,Europe
6243,5 - Very familiar,yes,80,18 - 24,Materials Science,,Asia
6245,3 - Somewhat familiar,yes,30,25 - 34,Medicine,,Asia
6248,5 - Very familiar,yes,30,25 - 34,Chemistry,,Europe
6252,4 - Fairly familiar,yes,80,18 - 24,Biology,,Africa
6256,5 - Very familiar,yes,20,25 - 34,Other,paleontology,Europe
6261,4 - Fairly familiar,yes,30,35 - 44,Biology,,South America
6262,5 - Very familiar,yes,50,25 - 34,Materials Science,,Asia
6266,5 - Very familiar,yes,70,35 - 44,Biology,,Europe
6272,4 - Fairly familiar,yes,40,35 - 44,Physics,,Europe
6273,5 - Very familiar,yes,80,25 - 34,Chemistry,,North America
6276,5 - Very familiar,yes,20,45 - 54,Biology,,Europe
6278,5 - Very familiar,yes,50,35 - 44,Biology,,North America
6281,5 - Very familiar,yes,40,65 or over,Chemistry,,Europe
6283,5 - Very familiar,yes,40,65 or over,Earth Science,,North America
6285,5 - Very familiar,yes,70,55 - 64,Physics,,South America
6287,4 - Fairly familiar,yes,50,35 - 44,Medicine,,North America
6288,5 - Very familiar,yes,80,35 - 44,Medicine,,North America
6291,5 - Very familiar,yes,80,25 - 34,Chemistry,,Europe
6294,5 - Very familiar,yes,70,18 - 24,Other,Social Psychology,North America
6300,2 - Not very familiar,yes,30,35 - 44,Medicine,,Europe
6301,5 - Very familiar,yes,20,35 - 44,Other,Computing,Europe
6303,5 - Very familiar,yes,80,25 - 34,Materials Science,,North America
6306,5 - Very familiar,yes,50,45 - 54,Biology,,Asia
6312,3 - Somewhat familiar,no,70,25 - 34,Biology,,Europe
6316,5 - Very familiar,yes,70,55 - 64,Biology,,North America
6317,5 - Very familiar,yes,50,35 - 44,Biology,,North America
6318,5 - Very familiar,no,80,45 - 54,Biology,,North America
6320,5 - Very familiar,yes,40,45 - 54,Biology,,Europe
6326,4 - Fairly familiar,no,70,55 - 64,Biology,,South America
6337,5 - Very familiar,yes,60,45 - 54,Medicine,,Europe
6339,5 - Very familiar,yes,60,35 - 44,Biology,,Europe
6341,5 - Very familiar,yes,30,25 - 34,Earth Science,,North America
6344,4 - Fairly familiar,yes,80,55 - 64,Medicine,,South America
6345,4 - Fairly familiar,yes,80,25 - 34,Biology,,Europe
6346,5 - Very familiar,yes,50,35 - 44,Biology,,North America
6348,5 - Very familiar,no,80,45 - 54,Biology,,South America
6352,4 - Fairly familiar,yes,50,18 - 24,Other,Nutrition,North America
6353,5 - Very familiar,yes,0,35 - 44,Medicine,,North America
6354,5 - Very familiar,yes,70,35 - 44,Materials Science,,Europe
6356,3 - Somewhat familiar,yes,60,55 - 64,Biology,,North America
6362,5 - Very familiar,yes,100,65 or over,Physics,,Europe
6368,5 - Very familiar,yes,30,25 - 34,Biology,,Asia
6370,5 - Very familiar,yes,80,25 - 34,Biology,,North America
6377,5 - Very familiar,yes,60,25 - 34,Biology,,South America
6382,4 - Fairly familiar,yes,40,65 or over,Medicine,,South America
6385,4 - Fairly familiar,yes,80,18 - 24,Biology,,Asia
6386,5 - Very familiar,yes,40,25 - 34,Biology,,North America
6391,5 - Very familiar,yes,30,25 - 34,Biology,,Europe
6402,5 - Very familiar,yes,30,25 - 34,Biology,,North America
6405,5 - Very familiar,yes,70,45 - 54,Biology,,South America
6406,5 - Very familiar,yes,100,55 - 64,Materials Science,,North America
6407,2 - Not very familiar,yes,60,25 - 34,Medicine,,Asia
6409,4 - Fairly familiar,no,70,25 - 34,Materials Science,,Asia
6420,5 - Very familiar,yes,30,55 - 64,Biology,,North America
6428,2 - Not very familiar,yes,40,65 or over,Other,la vie  ...l'amour..la mort,Africa
6429,4 - Fairly familiar,yes,90,25 - 34,Physics,,Asia
6435,4 - Fairly familiar,yes,70,55 - 64,Chemistry,,Europe
6437,5 - Very familiar,yes,30,25 - 34,Biology,,Asia
6438,3 - Somewhat familiar,no,60,55 - 64,Other,yes,Africa
6442,4 - Fairly familiar,yes,70,25 - 34,Materials Science,,North America
6444,3 - Somewhat familiar,no,80,25 - 34,Biology,,Europe
6446,5 - Very familiar,yes,70,45 - 54,Medicine,,South America
6448,5 - Very familiar,yes,50,45 - 54,Medicine,,North America
6450,5 - Very familiar,yes,70,25 - 34,Biology,,North America
6453,5 - Very familiar,yes,90,45 - 54,Biology,,North America
6456,3 - Somewhat familiar,yes,30,35 - 44,Medicine,,Europe
6458,4 - Fairly familiar,yes,60,25 - 34,Biology,,North America
6459,5 - Very familiar,yes,70,25 - 34,Medicine,,South America
6463,5 - Very familiar,yes,40,25 - 34,Other,Psychology,North America
6466,5 - Very familiar,yes,70,45 - 54,Biology,,Europe
6470,5 - Very familiar,yes,90,35 - 44,Chemistry,,Europe
6473,5 - Very familiar,yes,60,55 - 64,Medicine,,Europe
6476,5 - Very familiar,yes,80,25 - 34,Other,nanotheranostics,Asia
6479,5 - Very familiar,yes,10,25 - 34,Earth Science,,North America
6481,2 - Not very familiar,yes,40,55 - 64,Medicine,,South America
6485,5 - Very familiar,yes,10,35 - 44,Earth Science,,North America
6486,4 - Fairly familiar,yes,80,55 - 64,Biology,,North America
6487,5 - Very familiar,yes,30,18 - 24,Biology,,Australasia
6490,5 - Very familiar,yes,90,25 - 34,Biology,,South America
6492,5 - Very familiar,yes,50,35 - 44,Biology,,North America
6494,5 - Very familiar,yes,60,25 - 34,Engineering,,North America
6497,5 - Very familiar,yes,80,25 - 34,Biology,,Africa
6498,3 - Somewhat familiar,yes,90,45 - 54,Biology,,North America
6502,4 - Fairly familiar,yes,80,55 - 64,Medicine,,Europe
6505,4 - Fairly familiar,yes,60,25 - 34,Biology,,Asia
6507,4 - Fairly familiar,yes,20,25 - 34,Materials Science,,Asia
6508,5 - Very familiar,yes,50,35 - 44,Biology,,Asia
6509,5 - Very familiar,yes,70,25 - 34,Materials Science,,Asia
6510,2 - Not very familiar,no,70,25 - 34,Biology,,Asia
6516,5 - Very familiar,yes,70,25 - 34,Other,Agriculture,North America
6517,5 - Very familiar,yes,60,35 - 44,Medicine,,Asia
6524,2 - Not very familiar,yes,80,25 - 34,Biology,,Asia
6531,5 - Very familiar,yes,60,25 - 34,Biology,,Australasia
6532,5 - Very familiar,yes,80,35 - 44,Physics,,Asia
6543,3 - Somewhat familiar,yes,80,25 - 34,Other,DNA nanotechnology,Asia
6544,3 - Somewhat familiar,yes,70,25 - 34,Biology,,Asia
6545,3 - Somewhat familiar,no,70,35 - 44,Earth Science,,Asia
6546,3 - Somewhat familiar,yes,70,25 - 34,Materials Science,,Asia
6548,3 - Somewhat familiar,yes,90,35 - 44,Chemistry,,Asia
6549,5 - Very familiar,yes,80,25 - 34,Biology,,South America
6555,5 - Very familiar,no,70,25 - 34,Biology,,Asia
6560,4 - Fairly familiar,yes,90,35 - 44,Biology,,Asia
6563,5 - Very familiar,yes,70,35 - 44,Biology,,South America
6577,5 - Very familiar,yes,90,25 - 34,Physics,,Asia
6578,4 - Fairly familiar,yes,30,25 - 34,Medicine,,Asia
6585,5 - Very familiar,yes,80,65 or over,Earth Science,,North America
6590,3 - Somewhat familiar,yes,20,18 - 24,Chemistry,,Asia
6592,4 - Fairly familiar,yes,70,35 - 44,Materials Science,,Asia
6594,4 - Fairly familiar,yes,70,45 - 54,Medicine,,Asia
6596,2 - Not very familiar,yes,20,55 - 64,Biology,,Australasia
6597,4 - Fairly familiar,yes,50,25 - 34,Biology,,Australasia
6598,4 - Fairly familiar,yes,90,35 - 44,Earth Science,,Europe
6605,2 - Not very familiar,no,40,35 - 44,Chemistry,,Europe
6607,3 - Somewhat familiar,yes,60,25 - 34,Earth Science,,Asia
6611,5 - Very familiar,no,70,25 - 34,Medicine,,North America
6612,3 - Somewhat familiar,yes,80,45 - 54,Engineering,,Europe
6613,5 - Very familiar,yes,70,35 - 44,Biology,,Asia
6615,5 - Very familiar,yes,80,45 - 54,Biology,,Europe
6619,4 - Fairly familiar,yes,50,55 - 64,Biology,,North America
6620,5 - Very familiar,yes,80,55 - 64,Earth Science,,Europe
6623,3 - Somewhat familiar,no,50,55 - 64,Earth Science,,Europe
6632,5 - Very familiar,yes,50,55 - 64,Biology,,Europe
6634,5 - Very familiar,yes,60,25 - 34,Other,biomedical science,Europe
6635,5 - Very familiar,yes,60,35 - 44,Biology,,Asia
6636,1 -Not at all familiar,yes,50,55 - 64,Medicine,,Europe
6637,5 - Very familiar,yes,70,65 or over,Biology,,North America
6639,5 - Very familiar,yes,80,25 - 34,Biology,,Asia
6641,3 - Somewhat familiar,yes,30,18 - 24,Engineering,,Europe
6642,5 - Very familiar,yes,80,45 - 54,Biology,,Europe
6643,5 - Very familiar,yes,90,35 - 44,Biology,,Europe
6646,5 - Very familiar,yes,80,25 - 34,Other,Computers,Asia
6650,3 - Somewhat familiar,yes,20,25 - 34,Medicine,,Europe
6651,4 - Fairly familiar,yes,70,25 - 34,Biology,,Asia
6656,4 - Fairly familiar,yes,90,25 - 34,Medicine,,Europe
6657,4 - Fairly familiar,yes,40,25 - 34,Biology,,Europe
6658,5 - Very familiar,no,30,25 - 34,Biology,,Europe
6661,5 - Very familiar,yes,80,25 - 34,Medicine,,Europe
6677,5 - Very familiar,yes,50,55 - 64,Materials Science,,North America
6678,5 - Very familiar,yes,10,45 - 54,Medicine,,Europe
6681,3 - Somewhat familiar,yes,70,35 - 44,Biology,,South America
6691,5 - Very familiar,yes,50,45 - 54,Biology,,Europe
6694,3 - Somewhat familiar,yes,90,25 - 34,Materials Science,,Asia
6698,5 - Very familiar,yes,10,25 - 34,Other,Computer science,Europe
6702,5 - Very familiar,yes,80,25 - 34,Other,Nanotechnology and biosensing,Europe
6703,5 - Very familiar,yes,70,25 - 34,Physics,,Europe
6706,4 - Fairly familiar,yes,90,25 - 34,Biology,,Asia
6708,5 - Very familiar,yes,70,45 - 54,Medicine,,South America
6709,5 - Very familiar,yes,90,25 - 34,Engineering,,North America
6711,3 - Somewhat familiar,yes,60,18 - 24,Other,Biotechnology,Europe
6713,5 - Very familiar,yes,90,35 - 44,Earth Science,,Europe
6723,5 - Very familiar,yes,20,25 - 34,Biology,,North America
6741,5 - Very familiar,yes,70,55 - 64,Biology,,Europe
6748,5 - Very familiar,yes,30,35 - 44,Biology,,North America
6752,5 - Very familiar,yes,80,45 - 54,Biology,,North America
6766,5 - Very familiar,yes,30,25 - 34,Materials Science,,Asia
6773,5 - Very familiar,yes,80,65 or over,Medicine,,South America
6776,4 - Fairly familiar,yes,80,25 - 34,Physics,,North America
6780,3 - Somewhat familiar,yes,80,25 - 34,Earth Science,,North America
6785,5 - Very familiar,yes,20,25 - 34,Biology,,Europe
6788,5 - Very familiar,yes,80,25 - 34,Biology,,North America
6796,5 - Very familiar,yes,80,25 - 34,Biology,,North America
6802,5 - Very familiar,yes,60,35 - 44,Other,Pharmaceutical Sciences,North America
